基金代码,基金简称,2021-08-25-单位净值,2021-08-25-累计净值,2021-08-24-单位净值,2021-08-24-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
002556,博时丝路主题股票C,2.3190,2.3190,2.2920,2.2920,0.0270,1.18,开放申购,开放赎回,0.00%
006604,嘉实消费精选股票A,2.1174,2.1174,2.0928,2.0928,0.0246,1.18,开放申购,开放赎回,0.15%
100032,富国中证红利指数增强A,1.1970,3.0580,1.1830,3.0420,0.0140,1.18,开放申购,开放赎回,0.15%
010376,国金鑫悦经济新动能C,1.1699,1.1699,1.1563,1.1563,0.0136,1.18,开放申购,开放赎回,0.00%
009875,天弘甄选食品饮料股票A,1.1296,1.1296,1.1164,1.1164,0.0132,1.18,开放申购,开放赎回,0.12%
009876,天弘甄选食品饮料股票C,1.1273,1.1273,1.1142,1.1142,0.0131,1.18,开放申购,开放赎回,0.00%
350002,天治低碳经济混合,1.0101,3.5351,0.9983,3.5233,0.0118,1.18,开放申购,开放赎回,0.15%
005251,银华多元动力灵活配置混合,2.4320,2.4320,2.4039,2.4039,0.0281,1.17,开放申购,开放赎回,0.15%
090010,大成中证红利指数A,2.1540,2.31,2.1290,2.2850,0.0250,1.17,开放申购,开放赎回,0.12%
006605,嘉实消费精选股票C,2.0891,2.0891,2.0649,2.0649,0.0242,1.17,开放申购,开放赎回,0.00%
398021,中海能源策略混合,1.5694,1.8794,1.5512,1.8612,0.0182,1.17,开放申购,开放赎回,0.15%
008063,汇添富大盘核心资产混合,1.4761,1.4761,1.4591,1.4591,0.0170,1.17,开放申购,开放赎回,0.15%
010375,国金鑫悦经济新动能A,1.1744,1.1744,1.1608,1.1608,0.0136,1.17,开放申购,开放赎回,0.15%
161017,富国中证500指数增强(LOF)A,2.6060,2.9750,2.5760,2.9450,0.03,1.16,开放申购,开放赎回,0.15%
013332,富国中证500指数增强(LOF)C,2.6060,2.6060,2.5760,2.5760,0.03,1.16,开放申购,开放赎回,0.00%
233009,大摩多因子策略混合,1.9210,3.0730,1.8990,3.0510,0.0220,1.16,开放申购,开放赎回,0.15%
001297,平安智慧中国混合,1.2170,1.2170,1.2030,1.2030,0.0140,1.16,开放申购,开放赎回,0.15%
420003,天弘永定价值成长混合,3.1445,3.4795,3.1089,3.4439,0.0356,1.15,开放申购,开放赎回,0.15%
002663,前海开源沪港深大消费混合C,1.7580,1.7580,1.7380,1.7380,0.02,1.15,开放申购,开放赎回,0.15%
006882,华泰保兴健康消费A,1.6627,1.6627,1.6438,1.6438,0.0189,1.15,开放申购,开放赎回,0.15%
006883,华泰保兴健康消费C,1.63,1.63,1.6115,1.6115,0.0185,1.15,开放申购,开放赎回,0.00%
009024,海富通科技创新混合C,1.5859,1.5859,1.5679,1.5679,0.0180,1.15,开放申购,开放赎回,0.00%
002662,前海开源沪港深大消费混合A,1.7720,1.7720,1.7520,1.7520,0.02,1.14,开放申购,开放赎回,0.15%
009092,富国新材料新能源混合,1.6263,1.6263,1.6079,1.6079,0.0184,1.14,开放申购,开放赎回,0.15%
009025,海富通科技创新混合A,1.6044,1.6044,1.5863,1.5863,0.0181,1.14,开放申购,开放赎回,0.15%
007801,大成中证红利指数C,2.1460,2.1460,2.1220,2.1220,0.0240,1.13,开放申购,开放赎回,0.00%
005247,国都量化精选混合,1.0375,1.0375,1.0259,1.0259,0.0116,1.13,开放申购,开放赎回,0.15%
011340,博时战略新材料主题混合A,1.0972,1.0972,1.0851,1.0851,0.0121,1.12,开放申购,开放赎回,0.15%
002291,诺安安鑫灵活配置混合,2.4707,2.4707,2.4435,2.4435,0.0272,1.11,开放申购,开放赎回,0.15%
160519,博时睿利事件驱动(LOF),2.1010,2.1010,2.0780,2.0780,0.0230,1.11,开放申购,开放赎回,0.15%
010991,长盛同鑫行业配置混合C,1.7260,1.7260,1.7070,1.7070,0.0190,1.11,开放申购,开放赎回,0.00%
009162,富国医药成长30股票,1.2929,1.2929,1.2787,1.2787,0.0142,1.11,开放申购,开放赎回,0.15%
011341,博时战略新材料主题混合C,1.0935,1.0935,1.0815,1.0815,0.0120,1.11,开放申购,开放赎回,0.00%
006401,先锋量化优选混合A,1.8809,87.9102,1.8605,86.9568,0.0204,1.10,开放申购,开放赎回,0.15%
002443,前海开源沪港深龙头精选混合,1.7420,1.9240,1.7230,1.9050,0.0190,1.10,开放申购,开放赎回,0.15%
008682,富国中证红利指数增强C,1.1910,1.3060,1.1780,1.2930,0.0130,1.10,开放申购,开放赎回,0.00%
010738,大成优选升级一年持有混合A,0.9310,0.9310,0.9209,0.9209,0.0101,1.10,开放申购,暂停赎回,0.15%
010739,大成优选升级一年持有混合C,0.9285,0.9285,0.9184,0.9184,0.0101,1.10,开放申购,暂停赎回,0.00%
450004,国富深化价值混合,3.1560,3.6260,3.1220,3.5920,0.0340,1.09,开放申购,开放赎回,0.15%
007130,中庚小盘价值股票,2.2207,2.2207,2.1968,2.1968,0.0239,1.09,限大额,开放赎回,1.50%
100029,富国天成红利混合,1.8562,3.5992,1.8362,3.5792,0.02,1.09,开放申购,开放赎回,0.15%
006402,先锋量化优选混合C,1.8419,1.8419,1.8220,1.8220,0.0199,1.09,开放申购,开放赎回,0.00%
008300,人保量化锐进混合A,1.1915,1.1915,1.1787,1.1787,0.0128,1.09,开放申购,开放赎回,0.15%
008301,人保量化锐进混合C,1.1870,1.1870,1.1742,1.1742,0.0128,1.09,开放申购,开放赎回,0.00%
000939,中银研究精选灵活配置混合A,1.02,2.0670,1.0090,2.0560,0.0110,1.09,开放申购,开放赎回,0.15%
007590,华宝绿色领先股票,1.8194,1.8194,1.80,1.80,0.0194,1.08,开放申购,开放赎回,0.15%
001027,前海开源中证大农业指数增强,1.3120,1.3120,1.2980,1.2980,0.0140,1.08,开放申购,开放赎回,0.12%
001571,嘉合磐石A,1.1839,1.4339,1.1712,1.4212,0.0127,1.08,开放申购,开放赎回,0.12%
001572,嘉合磐石C,1.1496,1.3996,1.1373,1.3873,0.0123,1.08,开放申购,开放赎回,0.00%
009864,招商景气优选股票A,0.9394,0.9394,0.9294,0.9294,0.01,1.08,开放申购,开放赎回,0.15%
009865,招商景气优选股票C,0.9336,0.9336,0.9236,0.9236,0.01,1.08,开放申购,开放赎回,0.00%
169102,东方红睿阳三年混合,2.2527,3.1487,2.2289,3.1249,0.0238,1.07,暂停申购,暂停赎回,1.50%
008381,前海开源新兴产业混合,1.6360,1.6360,1.6187,1.6187,0.0173,1.07,开放申购,开放赎回,0.15%
010203,天弘中证科技100指数增强C,1.2809,1.2809,1.2673,1.2673,0.0136,1.07,开放申购,开放赎回,0.00%
003857,前海开源周期优选混合A,2.6973,2.6973,2.6690,2.6690,0.0283,1.06,开放申购,开放赎回,0.15%
003858,前海开源周期优选混合C,2.6724,2.6724,2.6443,2.6443,0.0281,1.06,开放申购,开放赎回,0.15%
450007,国富成长动力混合,2.5101,2.6901,2.4838,2.6638,0.0263,1.06,开放申购,开放赎回,0.15%
007084,天治转型升级混合,1.8137,1.8137,1.7946,1.7946,0.0191,1.06,开放申购,开放赎回,0.15%
519005,海富通股票混合,1.6190,3.5680,1.6020,3.5510,0.0170,1.06,开放申购,开放赎回,0.15%
560003,益民创新优势混合,1.5656,1.5856,1.5492,1.5692,0.0164,1.06,开放申购,开放赎回,0.15%
010202,天弘中证科技100指数增强A,1.2840,1.2840,1.2705,1.2705,0.0135,1.06,开放申购,开放赎回,0.15%
009782,富国兴泉回报12个月持有期混合A,1.1092,1.1092,1.0976,1.0976,0.0116,1.06,开放申购,开放赎回,0.15%
090015,大成内需增长混合A,4.6150,4.6150,4.5670,4.5670,0.0480,1.05,开放申购,开放赎回,0.15%
050004,博时精选混合A,2.0769,3.9277,2.0554,3.9062,0.0215,1.05,开放申购,开放赎回,0.15%
080007,长盛同鑫行业配置混合A,1.7340,1.7650,1.7160,1.7470,0.0180,1.05,开放申购,开放赎回,0.12%
001030,天弘云端生活优选,1.4664,1.4664,1.4511,1.4511,0.0153,1.05,开放申购,开放赎回,0.15%
009783,富国兴泉回报12个月持有期混合C,1.1036,1.1036,1.0921,1.0921,0.0115,1.05,开放申购,开放赎回,0.00%
004809,前海联合润丰混合A,1.4885,1.4885,1.4732,1.4732,0.0153,1.04,开放申购,开放赎回,0.15%
005935,前海联合润丰混合C,1.4663,1.4663,1.4512,1.4512,0.0151,1.04,开放申购,开放赎回,0.00%
005504,汇添富沪港深大盘价值混合,1.2195,1.2195,1.2069,1.2069,0.0126,1.04,开放申购,开放赎回,0.15%
004745,长盛创新驱动灵活配置混合,3.1785,3.1785,3.1462,3.1462,0.0323,1.03,开放申购,开放赎回,0.15%
005075,富国研究量化精选混合,2.5190,2.5190,2.4933,2.4933,0.0257,1.03,开放申购,开放赎回,0.15%
006551,中庚价值领航混合,2.0974,2.0974,2.0760,2.0760,0.0214,1.03,开放申购,开放赎回,1.50%
009967,博时荣泰混合,1.2713,1.2713,1.2583,1.2583,0.0130,1.03,开放申购,开放赎回,0.15%
008155,嘉实医药健康100ETF联接C,0.8769,0.8769,0.8680,0.8680,0.0089,1.03,开放申购,开放赎回,0.00%
001808,银华互联网主题灵活配置混合,2.4720,2.4720,2.4470,2.4470,0.0250,1.02,开放申购,开放赎回,0.15%
070032,嘉实优化红利混合A,1.9820,3.7280,1.9620,3.7080,0.02,1.02,开放申购,开放赎回,0.15%
009741,博时研究臻选持有期混合C,1.2905,1.2905,1.2775,1.2775,0.0130,1.02,开放申购,暂停赎回,0.00%
007910,大成有色金属期货ETF联接A,1.1740,1.1740,1.1622,1.1622,0.0118,1.02,开放申购,开放赎回,0.12%
007911,大成有色金属期货ETF联接C,1.1656,1.1656,1.1538,1.1538,0.0118,1.02,开放申购,开放赎回,0.00%
010729,中泰兴诚价值一年持有混合C,1.1038,1.1038,1.0927,1.0927,0.0111,1.02,开放申购,暂停赎回,0.00%
008154,嘉实医药健康100ETF联接A,0.8775,0.8775,0.8686,0.8686,0.0089,1.02,开放申购,开放赎回,0.12%
560002,益民红利成长混合,0.8083,2.0422,0.8001,2.0274,0.0082,1.02,开放申购,开放赎回,0.15%
080005,长盛量化红利混合,2.5120,3.4180,2.4870,3.3930,0.0250,1.01,开放申购,开放赎回,0.15%
090016,大成消费主题混合,2.0020,2.2590,1.9820,2.2390,0.02,1.01,开放申购,开放赎回,0.15%
001917,招商量化精选股票A,2.0006,2.0706,1.9806,2.0506,0.02,1.01,开放申购,开放赎回,0.15%
007950,招商量化精选股票C,1.9820,1.9820,1.9622,1.9622,0.0198,1.01,开放申购,开放赎回,0.00%
003016,中金中证500A,1.8387,1.8387,1.8203,1.8203,0.0184,1.01,开放申购,开放赎回,0.10%
003578,中金中证500C,1.8296,1.8296,1.8113,1.8113,0.0183,1.01,开放申购,开放赎回,0.00%
009740,博时研究臻选持有期混合A,1.2979,1.2979,1.2849,1.2849,0.0130,1.01,开放申购,暂停赎回,0.12%
010728,中泰兴诚价值一年持有混合A,1.1068,1.1068,1.0957,1.0957,0.0111,1.01,开放申购,暂停赎回,0.15%
007613,嘉合医疗健康混合,0.9580,1.4580,0.9484,1.4484,0.0096,1.01,开放申购,开放赎回,0.15%
010770,天弘中证农业主题C,0.8724,0.8724,0.8637,0.8637,0.0087,1.01,开放申购,开放赎回,0.00%
920003,中金新锐股票A,3.9043,4.3843,3.8657,4.3457,0.0386,1.00,开放申购,开放赎回,1.50%
005029,中银产业精选混合,2.2619,2.2619,2.2395,2.2395,0.0224,1.00,开放申购,开放赎回,0.15%
000916,前海开源股息率100强股票,1.8110,2.1120,1.7930,2.0940,0.0180,1.00,开放申购,开放赎回,0.15%
920923,中金新锐股票C,3.8779,3.8779,3.8397,3.8397,0.0382,0.99,开放申购,开放赎回,0.00%
006324,合煦智远嘉选混合C,2.1698,2.2798,2.1486,2.2586,0.0212,0.99,开放申购,开放赎回,0.00%
010769,天弘中证农业主题A,0.8734,0.8734,0.8648,0.8648,0.0086,0.99,开放申购,开放赎回,0.10%
006323,合煦智远嘉选混合A,2.2103,2.3203,2.1888,2.2988,0.0215,0.98,开放申购,开放赎回,0.15%
012799,华宝绿色主题混合C,2.1535,2.1535,2.1325,2.1325,0.0210,0.98,开放申购,开放赎回,0.00%
005728,华宝绿色主题混合A,2.1534,2.1534,2.1324,2.1324,0.0210,0.98,开放申购,开放赎回,0.15%
560006,益民核心增长混合,2.2860,2.2860,2.2640,2.2640,0.0220,0.97,开放申购,开放赎回,0.15%
012616,嘉实优化红利混合C,1.98,1.98,1.9610,1.9610,0.0190,0.97,开放申购,开放赎回,0.00%
007994,华夏中证500指数增强A,1.8164,1.8164,1.7990,1.7990,0.0174,0.97,限大额,开放赎回,0.12%
007995,华夏中证500指数增强C,1.8063,1.8063,1.7890,1.7890,0.0173,0.97,限大额,开放赎回,0.00%
009576,东方红智远三年持有混合,1.4085,1.4085,1.3949,1.3949,0.0136,0.97,限大额,暂停赎回,1.50%
008128,湘财长源股票型A,1.3647,1.6606,1.3516,1.6475,0.0131,0.97,开放申购,开放赎回,0.15%
008129,湘财长源股票型C,1.3488,1.6423,1.3359,1.6294,0.0129,0.97,开放申购,开放赎回,0.00%
164401,前海开源中证健康产业指数,1.0756,1.0756,1.0653,1.0653,0.0103,0.97,开放申购,开放赎回,0.12%
009988,信达澳银蓝筹精选股票,1.0669,1.0669,1.0566,1.0566,0.0103,0.97,开放申购,开放赎回,0.15%
001827,富国研究优选沪港深混合,3.3730,3.3730,3.3410,3.3410,0.0320,0.96,开放申购,开放赎回,0.15%
090019,大成景恒混合A,1.8920,2.5330,1.8740,2.5090,0.0180,0.96,开放申购,开放赎回,0.15%
009651,海富通成长甄选混合A,1.7927,1.7927,1.7756,1.7756,0.0171,0.96,限大额,开放赎回,0.15%
009652,海富通成长甄选混合C,1.7862,1.7862,1.7692,1.7692,0.0170,0.96,限大额,开放赎回,0.00%
003416,招商财经大数据股票A,1.4868,1.4868,1.4726,1.4726,0.0142,0.96,限大额,开放赎回,0.15%
008975,富国中证消费50ETF联接A,1.4779,1.4779,1.4638,1.4638,0.0141,0.96,开放申购,开放赎回,0.12%
007952,招商财经大数据股票C,1.4764,1.4764,1.4624,1.4624,0.0140,0.96,限大额,开放赎回,0.00%
009877,中银内核驱动股票A,1.1756,1.1756,1.1644,1.1644,0.0112,0.96,开放申购,开放赎回,0.15%
012600,中银内核驱动股票C,1.1751,1.1751,1.1639,1.1639,0.0112,0.96,开放申购,开放赎回,0.00%
050201,博时价值增长贰号混合,1.0520,2.5430,1.0420,2.5330,0.01,0.96,开放申购,开放赎回,0.20%
007355,汇添富科技创新混合A,2.5524,2.5524,2.5284,2.5284,0.0240,0.95,开放申购,开放赎回,0.15%
007356,汇添富科技创新混合C,2.5051,2.5051,2.4816,2.4816,0.0235,0.95,开放申购,开放赎回,0.00%
090017,大成可转债增强债券,1.5930,1.6030,1.5780,1.5880,0.0150,0.95,开放申购,开放赎回,0.08%
008976,富国中证消费50ETF联接C,1.4694,1.4694,1.4555,1.4555,0.0139,0.95,开放申购,开放赎回,0.00%
005128,华夏永康添福混合,1.4650,1.4650,1.4512,1.4512,0.0138,0.95,开放申购,开放赎回,0.08%
006619,长江可转债债券C,1.4489,1.4489,1.4353,1.4353,0.0136,0.95,开放申购,开放赎回,0.00%
050001,博时价值增长混合,1.2760,3.8210,1.2640,3.8090,0.0120,0.95,开放申购,开放赎回,0.18%
006038,大成景恒混合C,1.9250,1.9250,1.9070,1.9070,0.0180,0.94,开放申购,开放赎回,0.00%
006618,长江可转债债券A,1.4639,1.4639,1.4502,1.4502,0.0137,0.94,开放申购,开放赎回,0.08%
610005,信达澳银红利回报混合,1.4020,1.8760,1.3890,1.8630,0.0130,0.94,开放申购,开放赎回,0.15%
011174,中庚价值品质一年持有期混合,1.3375,1.3375,1.3251,1.3251,0.0124,0.94,开放申购,开放赎回,1.50%
008866,博时产业新趋势混合A,1.2675,1.2675,1.2557,1.2557,0.0118,0.94,开放申购,开放赎回,0.15%
008867,博时产业新趋势混合C,1.2560,1.2560,1.2443,1.2443,0.0117,0.94,开放申购,开放赎回,0.00%
002103,招商康泰灵活配置混合,1.1780,1.4370,1.1670,1.4260,0.0110,0.94,开放申购,开放赎回,0.15%
506003,富国科创板两年定开混合,1.1295,1.1295,1.1190,1.1190,0.0105,0.94,暂停申购,暂停赎回,0.15%
161038,富国新兴成长量化精选混合,1.5952,1.5952,1.5805,1.5805,0.0147,0.93,开放申购,开放赎回,0.15%
004726,先锋聚优A,1.2596,1.2596,1.2480,1.2480,0.0116,0.93,开放申购,开放赎回,0.15%
970033,东海海睿进取灵活配置混合B,0.9909,0.9909,0.9818,0.9818,0.0091,0.93,开放申购,开放赎回,0.15%
010963,信达澳银周期动力混合,1.4604,1.4604,1.4471,1.4471,0.0133,0.92,开放申购,开放赎回,0.15%
004727,先锋聚优C,1.2927,1.2927,1.2809,1.2809,0.0118,0.92,开放申购,开放赎回,0.00%
008871,大成睿裕六月持有股票A,1.2794,1.2794,1.2677,1.2677,0.0117,0.92,开放申购,开放赎回,0.15%
008872,大成睿裕六月持有股票C,1.27,1.27,1.2584,1.2584,0.0116,0.92,开放申购,开放赎回,0.00%
970032,东海海睿进取灵活配置混合A,1.1289,1.2089,1.1186,1.1986,0.0103,0.92,封闭期,开放赎回,
910009,东方红启程三年持有混合A,5.7139,6.2679,5.6621,6.2161,0.0518,0.91,暂停申购,开放赎回,0.00%
006113,汇添富创新医药混合,2.8716,2.8716,2.8457,2.8457,0.0259,0.91,开放申购,开放赎回,0.15%
161611,融通内需驱动混合,2.5550,2.6750,2.5320,2.6520,0.0230,0.91,开放申购,开放赎回,0.15%
080002,长盛创新先锋混合A,1.7797,3.0260,1.7636,3.0099,0.0161,0.91,开放申购,开放赎回,0.15%
012716,长盛创新先锋混合C,1.7786,1.7786,1.7625,1.7625,0.0161,0.91,开放申购,开放赎回,0.00%
011550,湘财创新成长一年持有期混合A,1.2892,1.2892,1.2776,1.2776,0.0116,0.91,开放申购,暂停赎回,0.15%
011551,湘财创新成长一年持有期混合C,1.2865,1.2865,1.2749,1.2749,0.0116,0.91,开放申购,暂停赎回,0.00%
012862,汇添富中证电池主题指数发起式A,1.0480,1.0480,1.0386,1.0386,0.0094,0.91,开放申购,开放赎回,0.10%
012863,汇添富中证电池主题指数发起式C,1.0479,1.0479,1.0385,1.0385,0.0094,0.91,开放申购,开放赎回,0.00%
011186,信达澳银至诚精选混合,0.8336,0.8336,0.8262,0.8262,0.0074,0.90,开放申购,开放赎回,0.15%
100056,富国低碳环保混合,3.2760,3.2760,3.2470,3.2470,0.0290,0.89,开放申购,开放赎回,0.15%
070022,嘉实领先成长混合,3.1860,3.6310,3.1580,3.6030,0.0280,0.89,开放申购,开放赎回,0.15%
002563,泓德泓汇混合,2.7491,2.7491,2.7248,2.7248,0.0243,0.89,开放申购,开放赎回,0.15%
006408,汇添富消费升级混合,2.5168,2.5168,2.4946,2.4946,0.0222,0.89,开放申购,开放赎回,0.15%
007345,富国科技创新灵活配置混合,2.4364,2.4364,2.4148,2.4148,0.0216,0.89,开放申购,开放赎回,0.15%
011188,信达澳银星奕混合A,1.5156,1.5156,1.5023,1.5023,0.0133,0.89,开放申购,开放赎回,0.15%
012978,瑞达鑫红量化6个月持有混合C,1.0083,1.0083,0.9994,0.9994,0.0089,0.89,限大额,开放赎回,0.00%
011451,招商企业优选混合C,0.9455,0.9455,0.9372,0.9372,0.0083,0.89,开放申购,开放赎回,0.00%
007484,信达澳银核心科技混合,2.6409,2.6409,2.6179,2.6179,0.0230,0.88,开放申购,开放赎回,0.15%
011223,信达澳银星奕混合C,1.5085,1.5085,1.4953,1.4953,0.0132,0.88,开放申购,开放赎回,0.00%
003717,中银量化精选混合A,1.4585,1.4585,1.4458,1.4458,0.0127,0.88,开放申购,开放赎回,0.15%
009392,汇添富优质成长混合C,1.2788,1.2788,1.2677,1.2677,0.0111,0.88,开放申购,开放赎回,0.00%
012977,瑞达鑫红量化6个月持有混合A,1.0088,1.0088,1,1,0.0088,0.88,限大额,开放赎回,1.20%
011450,招商企业优选混合A,0.9481,0.9481,0.9398,0.9398,0.0083,0.88,开放申购,开放赎回,0.15%
519008,汇添富优势精选混合,4.4537,9.0749,4.4155,9.0367,0.0382,0.87,开放申购,开放赎回,0.15%
006257,信达澳银先进智造股票型,3.3088,3.3088,3.2802,3.2802,0.0286,0.87,开放申购,开放赎回,0.15%
010484,中银量化精选混合C,1.4540,1.4540,1.4414,1.4414,0.0126,0.87,开放申购,开放赎回,0.00%
009391,汇添富优质成长混合A,1.2884,1.2884,1.2773,1.2773,0.0111,0.87,开放申购,开放赎回,0.15%
010771,天弘国证消费100指数增强A,0.9942,0.9942,0.9856,0.9856,0.0086,0.87,开放申购,开放赎回,0.15%
004098,前海开源港股通股息率50强,0.9822,0.9822,0.9737,0.9737,0.0085,0.87,开放申购,开放赎回,0.15%
001410,信达澳银新能源产业股票,5.4050,5.4670,5.3590,5.4210,0.0460,0.86,开放申购,开放赎回,0.15%
004724,先锋聚元灵活配置混合A,2.0552,2.0552,2.0376,2.0376,0.0176,0.86,开放申购,开放赎回,0.15%
004725,先锋聚元灵活配置混合C,2.0181,2.0181,2.0008,2.0008,0.0173,0.86,开放申购,开放赎回,0.00%
005607,华宝中证500增强A,1.3424,1.3424,1.3309,1.3309,0.0115,0.86,开放申购,开放赎回,0.12%
005608,华宝中证500增强C,1.3246,1.3246,1.3133,1.3133,0.0113,0.86,开放申购,开放赎回,0.00%
009663,华泰紫金科创3年封闭混合A,1.2843,1.2843,1.2734,1.2734,0.0109,0.86,暂停申购,暂停赎回,0.08%
501202,华泰紫金科创3年封闭混合C,1.2815,1.2815,1.2706,1.2706,0.0109,0.86,暂停申购,暂停赎回,0.00%
010772,天弘国证消费100指数增强C,0.9922,0.9922,0.9837,0.9837,0.0085,0.86,开放申购,开放赎回,0.00%
005953,人保转型新动力混合A,1.9355,2.0111,1.9192,1.9948,0.0163,0.85,开放申购,开放赎回,0.15%
005954,人保转型新动力混合C,1.9091,1.9838,1.8930,1.9677,0.0161,0.85,开放申购,开放赎回,0.00%
011446,长江新能源产业混合发起A,1.5941,1.5941,1.5807,1.5807,0.0134,0.85,开放申购,开放赎回,0.15%
